Bimp,Bter
BIMP17719,
BIMP21773,
BIMP23358,
BIMP15021,LOC100646033
BIMP17180,LOC100646189
BIMP25419,LOC100643001
BIMP21317,LOC100645073
BIMP13311,LOC100648641
BIMP21871,LOC100649524
BIMP21871,LOC100643777
BIMP22206,LOC100642792
BIMP13918,
BIMP18928,LOC100648975
BIMP12750,LOC100648185
BIMP16609,LOC100647223
BIMP19312,LOC100650277
BIMP16362,
BIMP15895,
BIMP11164,LOC105666474
BIMP15344,LOC100644234
BIMP24122,LOC100645133
BIMP23816,
BIMP14160,
BIMP18821,LOC100649620
BIMP18480,LOC100646750
BIMP13901,
BIMP17591,LOC100645266
BIMP18702,
BIMP20879,
BIMP24689,
BIMP11815,
BIMP22752,LOC100647336
BIMP21748,LOC100647327
BIMP10338,
BIMP11318,LOC100642356
BIMP22554,LOC100642943
BIMP25376,LOC100649629
BIMP21991,
BIMP17972,LOC100650860
BIMP20762,LOC110119414
BIMP23147,LOC100651081
BIMP24120,LOC100646794
BIMP23870,LOC105667018
BIMP15495,LOC100644446
BIMP17370,LOC100647749
BIMP16541,LOC105667177
BIMP19568,LOC100647903
BIMP12961,
BIMP13780,LOC105666275
BIMP23259,
BIMP13598,
BIMP15869,LOC100643699
BIMP19434,LOC100642387
BIMP25496,
BIMP13972,
BIMP14547,
BIMP14359,LOC100647168
BIMP22734,LOC105665854
BIMP14644,LOC100647709
BIMP18519,LOC110119575
BIMP24094,LOC100647893
BIMP11014,LOC100647271
BIMP19366,LOC110119190
BIMP16425,
BIMP10933,LOC105667107
BIMP16598,LOC100646111
BIMP18017,
BIMP19794,LOC100644682
BIMP25519,LOC100646251
BIMP21430,LOC100651147
BIMP10477,LOC105666613
BIMP21390,
BIMP12258,LOC100642572
BIMP20777,LOC100647289
BIMP18448,LOC100643209
BIMP17391,LOC100643266
BIMP20909,
BIMP19369,
BIMP24553,LOC100651517
BIMP20759,
BIMP11619,
BIMP12964,
BIMP23634,LOC100643204
BIMP24135,LOC100651812
BIMP24320,LOC100649239
BIMP19403,LOC100645578
BIMP12009,LOC100648907
BIMP17826,LOC100645709
BIMP22227,LOC100646051
BIMP19429,LOC100651143
BIMP18517,LOC100651227
BIMP18565,LOC100643976
BIMP18419,LOC100649146
BIMP15813,
BIMP24856,LOC100643951
BIMP22278,LOC100649013
BIMP13563,
BIMP19638,LOC100645863
BIMP22780,LOC100649488
BIMP16881,LOC110120331
BIMP13687,
BIMP20261,LOC100651631
BIMP13475,LOC100651591
BIMP21020,LOC105665825
BIMP17480,
BIMP22370,
BIMP13622,LOC100645990
BIMP17742,
BIMP21455,LOC105666583
BIMP21279,LOC100648088
BIMP10112,LOC100642745
BIMP12517,LOC100642445
BIMP20629,
BIMP25819,LOC100643681
BIMP25048,LOC100648240
BIMP11240,
BIMP21989,
BIMP12231,
BIMP19785,LOC100645913
BIMP19405,
BIMP12418,LOC100645194
BIMP12596,
BIMP18160,
BIMP15303,
BIMP10616,LOC100644985
BIMP10206,LOC100652291
BIMP21176,LOC100648480
BIMP13459,LOC100642910
BIMP24076,LOC100642782
BIMP13843,
BIMP21465,LOC100646927
BIMP16117,
BIMP17721,
BIMP25668,
BIMP18804,LOC100649375
BIMP12363,LOC100643571
BIMP16653,
BIMP12052,LOC105666442
BIMP13684,LOC100648322
BIMP21392,
BIMP14968,LOC100650221
BIMP19214,
BIMP15811,
BIMP11884,
BIMP22400,LOC100644114
BIMP10451,LOC100650770
BIMP19368,
BIMP15151,
BIMP21121,LOC100649740
BIMP24695,LOC100650115
BIMP13170,LOC110120041
BIMP15569,LOC100643141
BIMP15215,LOC100644349
BIMP22184,LOC100647685
BIMP24734,
BIMP10828,
BIMP15915,
BIMP22677,
BIMP24858,LOC100652326
BIMP22100,
BIMP18631,
BIMP16628,
BIMP21551,LOC100650965
BIMP15348,LOC100644666
BIMP17621,LOC100650058
BIMP14208,
BIMP21929,
BIMP24987,LOC100650169
BIMP17896,
BIMP19906,LOC110120265
BIMP19128,LOC100650739
BIMP16007,
BIMP19856,LOC100650738
BIMP18429,LOC105665630
BIMP24208,LOC100642427
BIMP19836,
BIMP12002,LOC100647507
BIMP14495,
BIMP25134,LOC100645144
BIMP14331,LOC100650019
BIMP15326,
BIMP13707,LOC100649379
BIMP24371,LOC100645301
BIMP21776,LOC100647983
BIMP21530,LOC100651601
BIMP15089,LOC100647664
BIMP11792,
BIMP17141,
BIMP15191,
BIMP14207,
BIMP15656,LOC100648116
BIMP12839,LOC100650679
BIMP11959,LOC100648507
BIMP22637,LOC100647379
BIMP20747,
BIMP10543,LOC100649644
BIMP22046,LOC100647661
BIMP11357,LOC100651786
BIMP18961,LOC100646256
BIMP12486,
BIMP22402,LOC100644470
BIMP19074,
BIMP17800,LOC100646409
BIMP22156,LOC100651787
BIMP18488,LOC100644492
BIMP20178,
BIMP14259,
BIMP12353,LOC100642565
BIMP17171,
BIMP15868,LOC100643813
BIMP11936,LOC100631093
BIMP12847,LOC100642633
BIMP12643,
BIMP10068,LOC100651167
BIMP24841,
BIMP24998,LOC100648952
BIMP12592,LOC100647524
BIMP22246,LOC100646768
BIMP11346,
BIMP11577,
BIMP13489,LOC100650023
BIMP13283,LOC100645011
BIMP11162,LOC100642900
BIMP11369,
BIMP24798,LOC100643897
BIMP24836,LOC100648880
BIMP13316,
BIMP18757,
BIMP20926,
BIMP23938,LOC100650347
BIMP12639,
BIMP15793,
BIMP18855,LOC100649209
BIMP15950,LOC100646727
BIMP19543,LOC100645448
BIMP24357,
BIMP18414,LOC100651843
BIMP16392,LOC100643879
BIMP15887,LOC100646913
BIMP17836,LOC100649604
BIMP17112,LOC105665834
BIMP14727,
BIMP25801,LOC100647135
BIMP14107,LOC100646241
BIMP24179,LOC100652048
BIMP13011,
BIMP13920,LOC100647012
BIMP19097,LOC100645702
BIMP15700,LOC100645503
BIMP11061,LOC105666892
BIMP17603,LOC100647520
BIMP15845,LOC100643048
BIMP21552,LOC100645412
BIMP19531,
BIMP10398,LOC100644248
BIMP24878,
BIMP25812,LOC100645905
BIMP25539,
BIMP14143,
BIMP13681,
BIMP23660,
BIMP18353,LOC100645844
BIMP18233,LOC100648345
BIMP17683,
BIMP18940,LOC100651757
BIMP21505,LOC100642304
BIMP16083,LOC100646284
BIMP23275,LOC100644260
BIMP16795,LOC100650817
BIMP22877,LOC100648794
BIMP14598,
BIMP15986,
BIMP16925,
BIMP18200,LOC100650879
BIMP19527,LOC105666458
BIMP18114,
BIMP19828,
BIMP15337,
BIMP22669,
BIMP16982,LOC100646735
BIMP14351,LOC100642789
BIMP13279,LOC100649933
BIMP24761,LOC105667040
BIMP16992,
BIMP23180,LOC100646710
BIMP25484,
BIMP12136,
BIMP14565,
BIMP14312,LOC100647526
BIMP24267,
BIMP14622,LOC110120083
BIMP14622,LOC105666772
BIMP17058,
BIMP10610,LOC100643917
BIMP14511,LOC100644239
BIMP23537,LOC100647785
BIMP25096,LOC110120052
BIMP25096,LOC105666498
BIMP21340,LOC105665659
BIMP12538,LOC100642876
BIMP17381,LOC100650936
BIMP11658,LOC100649607
BIMP23301,
BIMP22801,
BIMP23090,LOC100649377
BIMP12325,LOC100650287
BIMP20773,LOC110120240
BIMP12306,LOC100645759
BIMP12835,
BIMP19164,LOC100644187
BIMP24344,LOC100643781
BIMP16246,LOC100642963
BIMP12554,
BIMP12152,
BIMP14979,LOC100647438
BIMP25033,LOC105666096
BIMP18022,LOC105666696
BIMP14366,
BIMP11530,
BIMP17341,
BIMP20182,
BIMP11770,
BIMP19686,LOC100644499
BIMP25311,
BIMP18974,
BIMP19572,LOC100646589
BIMP10246,LOC100642972
BIMP14459,LOC100648028
BIMP16125,LOC100644681
BIMP13852,LOC100644516
BIMP11831,LOC100650859
BIMP21667,
BIMP16600,
BIMP12284,
BIMP18491,LOC100643583
BIMP16953,LOC100651433
BIMP10882,
BIMP12323,LOC100645995
BIMP18143,
BIMP14888,LOC100646009
BIMP14709,
BIMP17646,
BIMP20591,
BIMP22348,LOC100647794
BIMP21406,
BIMP19437,LOC100642864
BIMP14434,LOC110119720
BIMP18678,LOC100645392
BIMP22428,LOC110119613
BIMP11183,LOC100643014
BIMP24496,LOC105666458
BIMP16630,LOC100650888
BIMP24149,
BIMP25017,LOC105666717
BIMP13695,LOC100646415
BIMP23343,
BIMP18858,LOC100648202
BIMP23605,LOC100642383
BIMP23297,
BIMP18171,
BIMP24109,LOC100651155
BIMP21755,LOC100651788
BIMP11768,
BIMP25633,
BIMP13545,LOC100648195
BIMP17265,LOC100642441
BIMP19115,LOC100642651
BIMP20246,LOC100644390
BIMP12453,LOC100650523
BIMP20475,LOC100649522
BIMP21463,LOC100647240
BIMP21284,LOC100650032
BIMP12993,LOC100646350
BIMP14905,LOC100651617
BIMP17876,LOC100645354
BIMP21232,LOC100651253
BIMP13876,LOC100643922
BIMP15287,LOC100643748
BIMP10226,LOC105666339
BIMP10226,LOC100648796
BIMP16668,LOC105667040
BIMP15387,
BIMP15698,LOC105666591
BIMP13772,LOC100645398
BIMP23962,LOC100648623
BIMP13302,LOC100651646
BIMP10888,LOC100647756
BIMP20153,LOC100648991
BIMP19231,LOC100646011
BIMP21955,
BIMP17512,LOC100645924
BIMP22491,LOC100649892
BIMP23729,LOC100646418
BIMP19884,LOC100650465
BIMP22698,LOC100643526
BIMP21047,LOC100643608
BIMP19582,LOC100645082
BIMP18037,
BIMP21032,LOC100646465
BIMP13143,LOC100642953
BIMP25029,
BIMP16343,
BIMP11256,LOC100646810
BIMP25337,LOC100651606
BIMP15619,
BIMP24379,LOC100651500
BIMP13838,LOC100643155
BIMP21314,
BIMP22424,
BIMP18057,
BIMP17903,LOC100643518
BIMP18548,LOC100646064
BIMP21010,LOC105666458
BIMP22794,
BIMP20774,LOC110120240
BIMP19089,LOC105667177
BIMP17571,
BIMP22101,
BIMP17056,
BIMP15431,LOC110119994
BIMP15562,LOC110120269
BIMP19423,LOC100649640
BIMP19289,LOC100650162
BIMP19355,
BIMP18889,LOC100643159
BIMP18520,LOC100652198
BIMP23288,
BIMP15886,LOC100642574
BIMP21004,LOC100651281
BIMP10152,LOC100648552
BIMP23779,LOC100642729
BIMP16691,LOC100647472
BIMP12878,
BIMP11712,LOC100650184
BIMP12443,LOC100649291
BIMP17962,LOC105666481
BIMP25844,LOC100651988
BIMP13960,LOC100649405
BIMP20105,LOC100651257
BIMP22479,
BIMP23476,LOC100651382
BIMP14752,
BIMP12475,
BIMP12257,
BIMP23644,LOC100651286
BIMP24508,
BIMP20215,
BIMP15848,LOC100644768
BIMP25102,LOC105666275
BIMP19249,
BIMP14156,LOC105666851
BIMP19239,LOC100647357
BIMP16750,LOC100645305
BIMP13035,LOC100646219
BIMP13225,LOC100648326
BIMP15852,
BIMP20980,
BIMP25822,LOC100642873
BIMP19745,LOC100648999
BIMP14624,LOC105666458
BIMP11821,LOC100650617
BIMP17709,LOC100651815
BIMP10472,LOC100646886
BIMP11595,LOC100646979
BIMP14374,LOC100649363
BIMP18408,LOC100649665
BIMP10115,
BIMP14263,LOC100648962
BIMP22273,LOC100649318
BIMP22406,LOC110120215
BIMP22406,LOC105666938
BIMP18430,LOC100646513
BIMP14140,LOC100650986
BIMP23997,LOC100646054
BIMP19999,
BIMP23793,LOC100648324
BIMP19087,
BIMP14767,LOC100648632
BIMP17658,
BIMP17727,
BIMP18226,LOC100651583
BIMP11174,LOC100652137
BIMP25385,
BIMP16193,LOC100643044
BIMP17501,
BIMP23233,
BIMP12759,LOC100649784
BIMP11874,
BIMP17494,
BIMP12741,
BIMP15221,LOC105666642
BIMP25770,LOC100646675
BIMP25655,LOC100650429
BIMP15678,LOC100643302
BIMP18981,LOC100645518
BIMP18981,LOC100650394
BIMP18981,LOC110120329
BIMP18882,LOC100645321
BIMP14005,
BIMP12820,
BIMP21502,LOC100651505
BIMP25403,
BIMP11160,LOC100646680
BIMP20713,LOC100647457
BIMP24443,LOC100647373
BIMP11540,LOC100648004
BIMP21418,
BIMP13186,
BIMP10183,
BIMP22151,LOC100651668
BIMP24442,LOC100647494
BIMP22763,LOC100651443
BIMP24153,LOC100649852
BIMP13538,LOC100644951
BIMP24934,
BIMP18713,
BIMP25382,
BIMP19148,LOC100645461
BIMP23990,LOC100644477
BIMP21762,
BIMP16943,LOC110120091
BIMP20644,LOC100643053
BIMP16526,
BIMP12757,
BIMP21756,LOC100646612
BIMP10216,
BIMP18080,
BIMP11861,
BIMP25227,
BIMP16971,
BIMP11088,LOC100649670
BIMP21883,LOC100646072
BIMP23981,LOC100643032
BIMP16797,LOC100650450
BIMP16916,LOC100644593
BIMP18247,
BIMP17161,LOC100652084
BIMP25591,LOC100643876
BIMP14929,LOC100644344
BIMP14514,
BIMP15564,
BIMP16757,
BIMP15102,
BIMP10373,LOC100650728
BIMP18609,LOC100646646
BIMP16363,LOC100647791
BIMP16363,LOC100647913
BIMP14412,LOC100646571
BIMP16819,LOC100648406
BIMP23200,LOC100643240
BIMP23744,LOC100649773
BIMP15253,LOC105666648
BIMP19703,
BIMP15936,LOC100646488
BIMP15737,LOC100644945
BIMP16288,LOC105666535
BIMP22421,LOC105666458
BIMP23927,
BIMP24264,
BIMP13395,
BIMP12816,LOC100646635
BIMP10516,
BIMP22027,LOC100648102
BIMP11270,LOC100647109
BIMP25892,LOC100645932
BIMP14771,
BIMP11949,LOC100649923
BIMP12394,
BIMP17163,LOC100652202
BIMP24765,
BIMP12627,
BIMP23519,LOC100651296
BIMP16951,LOC100651552
BIMP22618,LOC100643448
BIMP24532,LOC100647806
BIMP10865,
BIMP21448,LOC100650621
BIMP11962,LOC100647258
BIMP20631,LOC100649101
BIMP10773,LOC100644896
BIMP14508,LOC100645741
BIMP19338,
BIMP12119,LOC100649271
BIMP13332,
BIMP13412,LOC100651150
BIMP23897,LOC100649872
BIMP19991,LOC100645547
BIMP13850,LOC100643926
BIMP19569,LOC100647776
BIMP15493,
BIMP22269,LOC100650712
BIMP13509,LOC100649198
BIMP12740,
BIMP16498,LOC100642585
BIMP21496,LOC100650379
BIMP10746,
BIMP24217,LOC100650918
BIMP21379,
BIMP24644,
BIMP21604,LOC105667045
BIMP19752,LOC100642619
BIMP15329,LOC105666696
BIMP14760,LOC100650960
BIMP14753,LOC100647693
BIMP11465,LOC100647709
BIMP23465,LOC100649593
BIMP13333,
BIMP15396,
BIMP16149,
BIMP17653,
BIMP10055,
BIMP13356,LOC100651762
BIMP19350,
BIMP22350,LOC100648917
BIMP24844,LOC100646434
BIMP11929,LOC100643646
BIMP24708,LOC100649995
BIMP12864,LOC100649206
BIMP13247,LOC100647811
BIMP16203,
BIMP17797,
BIMP24847,LOC100649350
BIMP13097,LOC105665614
BIMP10765,LOC100643333
BIMP11886,
BIMP24242,LOC105667175
BIMP13991,LOC105666776
BIMP24889,LOC105666046
BIMP18919,LOC100646824
BIMP25521,
BIMP13895,LOC100644753
BIMP19790,LOC100644928
BIMP17704,
BIMP12167,
BIMP17347,LOC100650596
BIMP23613,LOC100643013
BIMP13660,LOC100645794
BIMP16008,
BIMP12942,
BIMP23586,
BIMP22314,LOC100651186
BIMP22616,LOC100642329
BIMP10302,LOC100646238
BIMP22982,LOC100645286
BIMP22573,
BIMP24640,
BIMP19947,LOC100646909
BIMP12310,LOC105666057
BIMP25187,LOC105665793
BIMP17707,LOC100651095
BIMP14745,
BIMP16798,LOC100650166
BIMP18479,LOC100647306
BIMP11629,
BIMP18790,LOC100648730
BIMP20648,
BIMP17805,LOC105665689
BIMP18748,LOC100646139
BIMP11372,
BIMP11355,LOC105667065
BIMP24581,
BIMP25481,LOC100647407
BIMP14507,LOC100645309
BIMP24158,LOC100647987
BIMP19169,LOC100645211
BIMP14724,
BIMP18246,
BIMP24054,LOC100651226
BIMP12236,
BIMP24831,
BIMP11315,
BIMP22932,LOC100648978
BIMP21315,
BIMP15361,
BIMP10693,LOC100647630
BIMP15311,
BIMP22696,LOC100652233
BIMP13139,
BIMP20354,LOC100643274
BIMP20727,LOC100644602
BIMP22026,LOC100648445
BIMP13756,LOC100642946
BIMP19268,LOC100649583
BIMP11761,
BIMP11252,
BIMP25613,LOC100647250
BIMP22224,LOC100645819
BIMP15169,
BIMP23986,LOC100643757
BIMP13470,LOC100648617
BIMP16529,
BIMP10308,LOC100647076
BIMP24301,
BIMP24945,
BIMP25158,
BIMP13779,
BIMP20143,LOC100648222
BIMP17933,
BIMP21159,
BIMP17916,LOC100650755
BIMP19096,LOC100645040
BIMP12542,LOC100643927
BIMP19898,
BIMP11431,
BIMP12999,LOC100645229
BIMP15734,LOC100646040
BIMP20317,LOC100648928
BIMP12449,LOC100645700
BIMP20423,LOC100644550
BIMP18442,LOC100643457
BIMP10060,
BIMP19233,LOC100647239
BIMP15390,
BIMP12206,
BIMP21964,
BIMP11087,
BIMP18668,
BIMP12748,LOC100647707
BIMP25802,LOC105667144
BIMP25073,LOC100645406
BIMP12975,
BIMP17031,LOC100643436
BIMP15434,
BIMP25405,
BIMP16921,LOC100650552
BIMP10974,
BIMP21798,LOC100645220
BIMP21649,LOC100644062
BIMP11058,
BIMP19731,
BIMP22419,LOC110120273
BIMP17176,LOC100645567
BIMP14939,LOC100649427
BIMP25184,LOC100644518
BIMP18404,LOC100648369
BIMP21892,LOC100647667
BIMP13821,
BIMP16901,LOC100650430
BIMP13411,LOC100643267
BIMP10700,LOC100645530
BIMP10652,LOC100648170
BIMP23429,LOC100645500
BIMP10968,
BIMP18857,LOC105665748
BIMP20673,
BIMP19241,LOC100646756
BIMP23617,LOC100644655
BIMP25565,
BIMP25226,
BIMP24997,LOC100649634
BIMP11115,LOC100651659
BIMP16154,LOC100649093
BIMP12247,LOC100647384
BIMP10139,LOC100647574
BIMP11440,
BIMP19539,LOC100644725
BIMP25763,LOC100643904
BIMP22652,LOC100644251
BIMP18421,LOC100649305
BIMP22059,LOC100643167
BIMP22567,LOC100649714
BIMP17737,
BIMP20955,
BIMP12828,LOC100651519
BIMP11952,
BIMP19593,LOC100643968
BIMP16057,
BIMP16644,
BIMP14567,
BIMP20349,LOC100643725
BIMP22694,LOC100652116
BIMP17920,
BIMP13922,
BIMP17081,
BIMP20539,LOC100649202
BIMP10498,
BIMP21201,LOC100643247
BIMP15590,
BIMP15055,
BIMP21712,
BIMP11497,
BIMP23659,LOC105666009
BIMP25061,LOC100645940
BIMP24238,LOC100647493
BIMP16278,LOC100644659
BIMP18734,LOC100651367
BIMP23282,LOC100644022
BIMP12972,
BIMP25426,
BIMP18316,
BIMP18124,
BIMP15940,
BIMP24272,LOC100647286
BIMP13387,
BIMP10333,LOC100631080
BIMP21420,LOC100645034
BIMP23466,
BIMP19557,LOC100645911
BIMP25083,LOC100651860
BIMP11599,LOC100647332
BIMP13696,LOC100645875
BIMP22329,LOC100644870
BIMP14512,
BIMP23230,
BIMP23243,
BIMP19276,
BIMP14522,LOC100645180
BIMP12728,
BIMP10710,
BIMP17459,
BIMP18267,
BIMP21960,
BIMP10108,
BIMP15454,LOC100645506
BIMP21072,
BIMP18592,
BIMP20936,
BIMP23967,LOC100649526
BIMP17853,LOC100644154
BIMP17817,LOC100644053
BIMP20044,LOC100646311
BIMP21539,LOC100644023
BIMP19014,
BIMP22520,
BIMP17979,
BIMP16549,LOC100644984
BIMP18895,
BIMP19939,LOC100647775
BIMP18364,
BIMP16455,
BIMP22949,
BIMP21860,LOC105666294
BIMP22201,LOC100651945
BIMP10716,LOC100647933
BIMP25555,LOC105666926
BIMP25555,LOC105666775
BIMP16414,LOC100650676
BIMP18099,LOC100650025
BIMP25568,
BIMP16759,LOC100650472
BIMP20063,
BIMP11574,LOC100645680
BIMP21719,
BIMP24623,
BIMP22065,LOC100645839
BIMP17398,LOC100644101
BIMP15120,LOC100642291
BIMP20365,LOC100645743
BIMP22021,LOC100647151
BIMP17867,LOC110120070
BIMP12600,
BIMP23681,LOC100650727
BIMP25604,LOC100645232
BIMP20977,LOC105666213
BIMP20026,
BIMP11871,
BIMP12586,
BIMP25344,LOC100642287
BIMP22072,LOC100648478
BIMP18667,
BIMP19171,LOC100645771
BIMP14360,LOC100646691
BIMP17520,
BIMP15819,
BIMP16446,LOC100645903
BIMP18851,LOC100648708
BIMP18434,LOC100645458
BIMP10028,
BIMP10191,
BIMP16473,
BIMP22996,LOC100644803
BIMP25713,
BIMP12339,LOC100642253
BIMP15272,
BIMP22938,LOC100646144
BIMP25259,LOC100643921
BIMP13629,LOC100648439
BIMP10248,LOC100651498
BIMP19949,LOC100647148
BIMP18089,
BIMP21401,
BIMP12640,LOC105667033
BIMP12640,LOC105666270
BIMP21934,
BIMP14781,LOC100647023
BIMP12239,
BIMP14516,
BIMP11567,LOC100646419
BIMP12329,LOC110119157
BIMP16624,
BIMP14204,
BIMP20484,LOC100644315
BIMP22089,LOC100646705
BIMP18819,LOC100645830
BIMP13702,LOC100648053
BIMP21730,LOC100648665
BIMP13391,
BIMP15924,LOC100647523
BIMP24358,LOC100642938
BIMP11281,
BIMP24692,LOC100644721
BIMP21264,LOC100651675
BIMP11231,
BIMP15752,LOC100644464
BIMP24070,LOC100651348
BIMP19310,LOC100649925
BIMP25169,LOC110120265
BIMP20514,LOC100649800
BIMP21270,LOC100644287
BIMP14237,
BIMP14086,LOC100645138
BIMP11554,LOC105665983
BIMP23599,LOC100650456
BIMP15068,
BIMP16517,LOC100652255
BIMP23690,LOC100651041
BIMP15690,LOC100646041
BIMP13314,LOC100648169
BIMP22061,LOC100646667
BIMP23274,LOC100646384
BIMP18902,LOC100643525
BIMP23068,LOC100644131
BIMP22733,
BIMP18542,LOC100642457
BIMP19079,
BIMP14562,
BIMP24898,LOC105666696
BIMP18302,
BIMP18706,
BIMP14783,LOC100646904
BIMP21060,LOC100650642
BIMP16056,
BIMP16368,LOC110120033
BIMP12738,
BIMP17874,LOC100646321
BIMP14540,
BIMP23913,LOC100644204
BIMP12347,
BIMP22710,
BIMP11049,LOC100644808
BIMP22676,
BIMP14157,LOC100647282
BIMP13434,
BIMP13486,LOC100648268
BIMP16929,
BIMP25643,LOC100642914
BIMP11111,LOC100648800
BIMP24438,LOC100648430
BIMP11651,LOC100646448
BIMP14719,
BIMP10045,
BIMP10479,
BIMP21462,LOC100647358
BIMP19520,
BIMP14791,
BIMP12690,LOC100647054
BIMP22588,
BIMP16360,LOC100646271
BIMP19742,LOC100646317
BIMP14841,LOC100649785
BIMP11951,LOC100650275
BIMP12687,LOC100646283
BIMP11488,
BIMP22577,
BIMP13573,LOC100647714
BIMP19802,LOC100644258
BIMP22041,LOC100648755
BIMP22638,LOC100647145
BIMP11672,LOC105666860
BIMP19383,LOC100651736
BIMP12626,
BIMP10455,LOC105665954
BIMP25775,
BIMP11094,LOC100645219
BIMP14765,LOC100648747
BIMP14346,LOC100652100
BIMP20570,LOC100652178
BIMP20750,LOC100649567
BIMP20357,LOC100644161
BIMP25172,
BIMP14849,LOC100647674
BIMP16380,LOC100648471
BIMP25404,LOC110119545
BIMP23749,LOC100650726
BIMP19976,LOC100642788
BIMP15444,LOC100647558
BIMP13172,
BIMP25837,
BIMP12952,
BIMP25852,LOC100643795
BIMP22053,LOC100646545
BIMP13709,LOC100649501
BIMP15357,LOC100650263
BIMP11451,
BIMP11441,
BIMP13392,
BIMP24380,LOC100651383
BIMP12936,
BIMP14066,LOC100651952
BIMP19955,
BIMP19646,LOC110119899
BIMP25838,LOC100650594
BIMP14994,LOC100631095
BIMP14409,LOC100647051
BIMP12872,LOC105667040
BIMP10469,LOC100643958
BIMP22725,LOC105665851
BIMP14986,LOC100649002
BIMP22111,LOC100648994
BIMP15741,LOC100644783
BIMP16701,
BIMP16993,
BIMP24714,LOC100649575
BIMP17366,F3
BIMP16515,LOC100651776
BIMP16190,LOC100652162
BIMP24429,
BIMP17328,
BIMP20785,LOC100652311
BIMP23929,
BIMP16712,LOC100644466
BIMP18865,LOC100647614
BIMP17306,LOC100642240
BIMP19132,LOC100648763
BIMP23602,LOC105666410
BIMP14505,LOC100650834
BIMP10608,LOC100647483
BIMP16595,LOC105666458
BIMP20530,LOC100647836
BIMP14251,LOC100650351
BIMP18627,
BIMP18454,LOC100652168
BIMP11927,LOC100650638
BIMP18161,
BIMP18971,LOC100648509
BIMP24480,
BIMP17133,LOC100645154
BIMP12990,LOC100645170
BIMP17236,LOC100648481
BIMP11746,LOC105667040
BIMP23705,LOC100647777
BIMP22231,LOC100646401
BIMP19891,LOC100650828
BIMP14571,LOC100647404
BIMP14571,LOC100651509
BIMP14571,LOC100648303
BIMP14571,LOC100642667
BIMP14571,LOC100647052
BIMP14571,LOC100647527
BIMP14571,LOC100643556
BIMP14578,
BIMP16786,
BIMP10018,
BIMP25534,LOC100643188
BIMP18402,
BIMP22686,LOC105665847
BIMP14141,
BIMP15942,LOC100646847
BIMP14798,
BIMP16480,LOC100651222
BIMP19930,LOC105666728
BIMP18518,LOC100651408
BIMP15051,
BIMP11198,
BIMP22083,LOC100643650
BIMP12713,
BIMP25444,LOC100649009
BIMP15608,
BIMP12075,LOC100648689
BIMP20952,
BIMP14421,LOC100648616
BIMP10647,LOC100649458
BIMP23101,LOC100646658
BIMP14918,
BIMP23507,
BIMP21944,
BIMP17410,LOC100651728
BIMP15669,LOC100650665
BIMP19327,LOC100642754
BIMP21216,
BIMP13869,LOC100648390
BIMP19374,LOC105666886
BIMP22693,LOC105665848
BIMP10151,LOC100650437
BIMP23703,LOC100648055
BIMP10815,LOC100644671
BIMP17432,
BIMP18596,LOC100646766
BIMP19332,
BIMP22969,LOC100649578
BIMP24432,
BIMP15093,LOC100651844
BIMP13379,LOC100643855
BIMP17408,LOC100652207
BIMP14506,
BIMP22253,LOC100644915
BIMP19993,LOC100646049
BIMP14703,
BIMP11537,LOC100647101
BIMP18493,LOC100643130
BIMP19842,
BIMP18352,LOC100645957
BIMP16410,
BIMP21250,LOC100651074
BIMP22988,
BIMP13327,LOC100645878
BIMP12317,LOC105666038
BIMP10255,LOC100652323
